TRS_TYPE,NAMAOUTLET,TGL_INVC,NAMABARANG,QTYSALES
RETUR,NORA.Ap,11-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,SANA BARU.Ap,11-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,SANA BARU.Ap,11-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
SALES,EVA HUTAHAEAN.Bidan,11-03-2022,NATURALLE GARLIC OIL 3000MG (BTL/100S),24
SALES,WATIYEM.Bidan,11-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),1
SALES,WATIYEM.Bidan,11-03-2022,NATURALLE GARLIC OIL 3000MG (BTL/100S),1
SALES,VITA SARI.Ap,12-03-2022,MAXITON SOFT CAP (BTL/30S),72
SALES,dr. Silvia Karlia. Prtk.,12-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),1
SALES,dr. Silvia Karlia. Prtk.,12-03-2022,NATURALLE VIT E 250IU (BTL/30S),1
SALES,BINTANG FARMA. CV,12-03-2022,NATURALLE BETA CAROTENE 6MG (BTL/30S),24
SALES,BINTANG FARMA. CV,12-03-2022,NATURALLE GARLIC OIL 3000MG (BTL/100S),24
SALES,BINTANG FARMA. CV,12-03-2022,MAXITON SOFT CAP (BTL/30S),24
SALES,BINTANG FARMA. CV,12-03-2022,NATURALLE VIT E 250IU (BTL/30S),24
SALES,MEGAH TETAP SAKTI.PT,12-03-2022,MAXITON SOFT CAP (BTL/30S),12
SALES,MEGAH TETAP SAKTI.PT,12-03-2022,NATURALLE BETA CAROTENE 6MG (BTL/30S),12
RETUR,RAKYAT BARU.Ap,14-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,RAKYAT BARU.Ap,14-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,PRIMA LESTARI 2.Ap,14-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,PRIMA LESTARI 2.Ap,14-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,FORTUNA.Ap,14-03-2022,MAXITON SOFT CAP (BTL/30S),-1
RETUR,FORTUNA.Ap,14-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,MW RAMBUTAN 2.Ap,14-03-2022,MAXITON SOFT CAP (BTL/30S),-1
RETUR,MW RAMBUTAN 2.Ap,14-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,BERKAT.Ap,14-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,BERKAT.Ap,14-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,WAHAIN.Ap,14-03-2022,MAXITON SOFT CAP (BTL/30S),-1
RETUR,WAHAIN.Ap,14-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,HENY FARMA.Ap,14-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,HENY FARMA.Ap,14-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,PULAU BALI II.Ap,14-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,PULAU BALI II.Ap,14-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,KUMA FARMA.AP,14-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,KUMA FARMA.AP,14-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,SINAR SEHAT.Ap,14-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,RAKYAT BARU.Ap,14-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,RAKYAT BARU.Ap,14-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,KRAKATAU.Ap,14-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,KRAKATAU.Ap,14-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,ANGEL.Ap,14-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,ANGEL.Ap,14-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,SELMA.Tk,14-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,SELMA.Tk,14-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,DISNEY.Baby Shop,14-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,DISNEY.Baby Shop,14-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,JAYA MANDIRI.Ap,14-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,JAYA MANDIRI.Ap,14-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,JAYA.Ap,14-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,JAYA.Ap,14-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
SALES,PT. KALIMAS GLOBAL ASIA,14-03-2022,NATURALLE FISH OIL 1000MG (BTL/60S),36
SALES,CHELSEA.Ap,14-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),6
SALES,MW RAMBUTAN 2.Ap,15-03-2022,MAXITON SOFT CAP (BTL/30S),1
RETUR,SEHAT.Ap,16-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,SEHAT.Ap,16-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,MANJUR.Ap,16-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,MANJUR.Ap,16-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,EDATTA.Ap,16-03-2022,MAXITON SOFT CAP (BTL/30S),-1
RETUR,EDATTA.Ap,16-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,ARGA. AP,16-03-2022,MAXITON SOFT CAP (BTL/30S),-1
RETUR,ARGA. AP,16-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,BIOS JAYA .AP,16-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,BIOS JAYA .AP,16-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,SINAR RAYA.Ap,16-03-2022,NATURALLE GARLIC OIL 3000MG (BTL/100S),-2
RETUR,SINAR RAYA.Ap,16-03-2022,NATURALLE KACIP FATIMAH PLUS (BTL/60),-9
SALES,RAFIF FARMA.Ap,16-03-2022,MAXITON SOFT CAP (BTL/30S),2
RETUR,AZKIA FARMA AP,17-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,AZKIA FARMA AP,17-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,SERASI.Ap,17-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,SERASI.Ap,17-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,AZ` ZAHRA FARMA.Ap,17-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,AZ` ZAHRA FARMA.Ap,17-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,DIAN FARMA.Ap,17-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,DIAN FARMA.Ap,17-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,GLUGUR JAYA.Ap,17-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,GLUGUR JAYA.Ap,17-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,MATAHARI. AP,17-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,MATAHARI. AP,17-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,SENTOSA.Ap,17-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
SALES,SAUDARA JAYA.Ap,17-03-2022,MAXITON SOFT CAP (BTL/30S),24
SALES,BALI.TO,17-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),131
RETUR,ASSYIFA.AP,18-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,ASSYIFA.AP,18-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
SALES,RAYA VI.Ap,18-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),4
SALES,SINAR RAYA.Ap,19-03-2022,MAXITON SOFT CAP (BTL/30S),12
RETUR,BERSAMA.Ap,21-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,BERSAMA.Ap,21-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,INTISARI.Ap,21-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,INTISARI.Ap,21-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,CITY.Ap,21-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,CITY.Ap,21-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,BALI.TO,21-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-120
RETUR,BALI.TO,21-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-11
RETUR,EVA HUTAHAEAN.Bidan,21-03-2022,NATURALLE KACIP FATIMAH PLUS (BTL/60),-3
RETUR,EVA HUTAHAEAN.Bidan,21-03-2022,NATURALLE KACIP FATIMAH PLUS (BTL/60),-5
RETUR,SINAR BINTANG.Ap,21-03-2022,NATURALLE GARLIC OIL 3000MG (BTL/100S),-2
RETUR,ANTARA.Ap,21-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,ANTARA.Ap,21-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,KELUARGA.TO,21-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,KELUARGA.TO,21-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,BUDI.Ap,21-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,BUDI.Ap,21-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
SALES,GUNA F.Ap,21-03-2022,MAXITON SOFT CAP (BTL/30S),1
SALES,MITHA FARMA.Ap,21-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),1
SALES,SUSU NEW ASIA MANDIRI.Tk,22-03-2022,NATURALLE GARLIC OIL 3000MG (BTL/100S),2
SALES,AGUNG.TO,22-03-2022,NATURALLE FISH OIL 1000MG (BTL/60S),36
SALES,WATIYEM.Bidan,22-03-2022,NATURALLE FISH OIL 1000MG (BTL/60S),1
SALES,VITA SARI.Ap,23-03-2022,NATURALLE FISH OIL 1000MG (BTL/60S),72
SALES,SINAR BINTANG.Ap,23-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),2
SALES,AGUNG.TO,24-03-2022,NATURALLE VIT E 250IU (BTL/30S),36
SALES,WIJAYA.Ap,24-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),4
RETUR,VICTORY.Tk,25-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,SAUDARA JAYA.Ap,25-03-2022,NATURALLE TONGKAT ALI PLUS (BTL/60),-12
RETUR,SAUDARA JAYA.Ap,25-03-2022,NATURALLE KACIP FATIMAH PLUS (BTL/60),-11
RETUR,DWI JAYA.TO,25-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,DWI JAYA.TO,25-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,SEHATI.TO,25-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,SEHATI.TO,25-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
SALES,BALI.TO,25-03-2022,CHAMPS EMULSION (BTL/350ML),240
SALES,METRO ARTHA PRAKASA.PT,25-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),120
SALES,VITA SARI.Ap,25-03-2022,CHAMPS EMULSION (BTL/200ML),72
SALES,VITA SARI.Ap,25-03-2022,MAXITON SOFT CAP (BTL/30S),72
SALES,VITA SARI.Ap,25-03-2022,NATURALLE GARLIC OIL 3000MG (BTL/100S),24
SALES,VITA SARI.Ap,25-03-2022,NATURALLE KACIP FATIMAH PLUS (BTL/60),12
SALES,CITY.Ap,25-03-2022,CHAMPS EMULSION (BTL/200ML),3
SALES,WINA.Bidan,25-03-2022,CHAMPS EMULSION (BTL/200ML),6
SALES,RAYA IV.Ap,25-03-2022,CHAMPS VIT C 100MG (BTL/30),12
SALES,SAUDARA JAYA.Ap,25-03-2022,CHAMPS EMULSION (BTL/200ML),48
SALES,SAUDARA JAYA.Ap,25-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),12
SALES,WATIYEM.Bidan,25-03-2022,CHAMPS EMULSION (BTL/200ML),12
SALES,BUANA INDAH.Ap,26-03-2022,CHAMPS EMULSION (BTL/200ML),120
SALES,BINTANG FARMA. CV,26-03-2022,NATURALLE FISH OIL 1000MG (BTL/60S),36
SALES,BINTANG FARMA. CV,26-03-2022,CHAMPS EMULSION (BTL/200ML),240
SALES,PAK PAK. TO,26-03-2022,CHAMPS EMULSION (BTL/200ML),3
SALES,AGUNG.TO,26-03-2022,CHAMPS EMULSION (BTL/200ML),24
SALES,SAMUDRA.Ap,28-03-2022,CHAMPS EMULSION (BTL/200ML),48
SALES,SAUDARA BARU.Ap,28-03-2022,CHAMPS EMULSION (BTL/200ML),24
SALES,MW RAMBUTAN 2.Ap,28-03-2022,CHAMPS EMULSION (BTL/200ML),6
SALES,BONA 1.Ap,28-03-2022,CHAMPS EMULSION (BTL/200ML),6
RETUR,EBEN NEZER.Tk,29-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,EBEN NEZER.Tk,29-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,DAMAI.Tk,29-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,DAMAI.Tk,29-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,B SITORUS.Tk,29-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,B SITORUS.Tk,29-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,MAJU.TO,29-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,MAJU.TO,29-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,MEGUMI.Ap,29-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,MEGUMI.Ap,29-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,CAHAYA.Ap,29-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,CAHAYA.Ap,29-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,SALIDO.Ap,29-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,SALIDO.Ap,29-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,SARVITA.Tk,29-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,SARVITA.Tk,29-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,ABADI JAYA AP,29-03-2022,CHAMPS EMULSION (BTL/200ML),-1
RETUR,YAMIN.Ap,29-03-2022,CHAMPS EMULSION (BTL/200ML),-2
RETUR,PT. MENARA ANUGERAH SENTOSA,29-03-2022,NATURALLE GARLIC OIL 3000MG (BTL/100S),-1
RETUR,PT. MENARA ANUGERAH SENTOSA,29-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-3
RETUR,VITA JAYA FARMA.Ap,29-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,VITA JAYA FARMA.Ap,29-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,SEMANGAT.Ap,29-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,SEMANGAT.Ap,29-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,RIDOS.Ap,29-03-2022,CHAMPS VIT C 100MG (BTL/30),-1
RETUR,RIDOS.Ap,29-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,KAMBUNA.Ap,29-03-2022,CHAMPS VIT C 100MG (BTL/30),-1
RETUR,KAMBUNA.Ap,29-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,BERKAT ANANDA.Ap,29-03-2022,CHAMPS VIT C 100MG (BTL/30),-1
RETUR,BERKAT ANANDA.Ap,29-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,RACHEL FARMA.Ap,29-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,RACHEL FARMA.Ap,29-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,BUNDA.Ap,29-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,BUNDA.Ap,29-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
SALES,SAMUDRA.Ap,29-03-2022,NATURALLE GARLIC OIL 3000MG (BTL/100S),24
SALES,SAMUDRA.Ap,29-03-2022,NATURALLE TONGKAT ALI PLUS (BTL/60),12
SALES,SAMUDRA.Ap,29-03-2022,NATURALLE KACIP FATIMAH PLUS (BTL/60),12
SALES,GUNA F.Ap,29-03-2022,CHAMPS EMULSION (BTL/200ML),3
SALES,ROMERO.Ap,29-03-2022,CHAMPS EMULSION (BTL/200ML),6
SALES,ROMERO.Ap,29-03-2022,NATURALLE GARLIC OIL 3000MG (BTL/100S),2
SALES,GEMILANG.Ap,29-03-2022,CHAMPS EMULSION (BTL/200ML),3
SALES,KELUARGA.Ap,29-03-2022,CHAMPS EMULSION (BTL/200ML),3
SALES,BINTANG FARMA. CV,30-03-2022,CHAMPS VIT C 100MG (BTL/30),72
SALES,YOHANA FARMA.Ap,30-03-2022,CHAMPS EMULSION (BTL/200ML),4
SALES,BUANA INDAH.Ap,30-03-2022,NATURALLE BETA CAROTENE 6MG (BTL/30S),12
SALES,*** KARYAWAN ***,30-03-2022,CHAMPS EMULSION (BTL/200ML),2
SALES,NALAMBOK.Ap,30-03-2022,CHAMPS EMULSION (BTL/200ML),120
SALES,SURIATAMA MAHKOTA KENCANA.PT (SUZUYA MARELAN),30-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),6
SALES,SINAR RAYA.Ap,30-03-2022,CHAMPS EMULSION (BTL/200ML),48
RETUR,CITRA FARMA. AP,31-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,CITRA FARMA. AP,31-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,DJAYA FARMA.Ap,31-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,DJAYA FARMA.Ap,31-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,MEGA SAKTI.TO,31-03-2022,NATURALLE KACIP FATIMAH PLUS (BTL/60),-3
SALES,PHALMA AGUNG.Ap,31-03-2022,CHAMPS EMULSION (BTL/200ML),12
SALES,SURIATAMA MITRA PERWITA.PT (SUZUYA TAMORA),31-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),6
SALES,SURIATAMA MAHKOTA KENCANA.PT (SUZUYA KATAMSO),31-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),6
SALES,MERAPI MANDIRI.Ap,31-03-2022,CHAMPS VIT C 100MG (BTL/30),12
SALES,VITA SARI.Ap,31-03-2022,MAXITON SOFT CAP (BTL/30S),72
SALES,VITA SARI.Ap,31-03-2022,NATURALLE BETA CAROTENE 6MG (BTL/30S),24
SALES,AGUNG.TO,31-03-2022,NATURALLE BETA CAROTENE 6MG (BTL/30S),24
SALES,AGUNG.TO,31-03-2022,NATURALLE KACIP FATIMAH PLUS (BTL/60),23
SALES,SAMUDRA.Ap,31-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),22
SALES,MEGA SAKTI.TO,31-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),72
SALES,MEGA SAKTI.TO,31-03-2022,CHAMPS VIT C 100MG (BTL/30),72
SALES,MEGA SAKTI.TO,31-03-2022,MAXITON SOFT CAP (BTL/30S),72
SALES,MEGA SAKTI.TO,31-03-2022,NATURALLE BETA CAROTENE 6MG (BTL/30S),48
SALES,MEGA SAKTI.TO,31-03-2022,NATURALLE VIT E 250IU (BTL/30S),72
SALES,MEGA SAKTI.TO,31-03-2022,NATURALLE FISH OIL 1000MG (BTL/60S),36
SALES,MEGA SAKTI.TO,31-03-2022,NATURALLE GARLIC OIL 3000MG (BTL/100S),48
SALES,SAUDARA JAYA.Ap,31-03-2022,MAXITON SOFT CAP (BTL/30S),12
SALES,BONA JAYA.AP,31-03-2022,MAXITON SOFT CAP (BTL/30S),72
SALES,SURIATAMA MITRA PERWITA.PT (SUZUYA BINJAI),31-03-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),6
SALES,BONA JAYA.AP,31-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),24
SALES,BONA JAYA.AP,31-03-2022,CHAMPS VIT C 100MG (BTL/30),24
SALES,BONA JAYA.AP,31-03-2022,CHAMPS EMULSION (BTL/350ML),72
SALES,KOPERASI SERBA USAHA BINTANG ABADI NUSANTARA,31-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),12
SALES,SARI GUNUNG.Ap,31-03-2022,CHAMPS EMULSION (BTL/200ML),21
SALES,SARI GUNUNG.Ap,31-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),60
SALES,SARI GUNUNG.Ap,31-03-2022,CHAMPS VIT C 100MG (BTL/30),64
SALES,SARI GUNUNG.Ap,31-03-2022,NATURALLE TONGKAT ALI PLUS (BTL/60),12
SALES,MEDIKA.Ap,31-03-2022,CHAMPS VIT C 100MG (BTL/30),4
SALES,SARI GUNUNG.Ap,31-03-2022,CHAMPS EMULSION (BTL/350ML),88
SALES,SARI GUNUNG.Ap,31-03-2022,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),45
SALES,SAUDARA JAYA.Ap,31-03-2022,CHAMPS EMULSION (BTL/350ML),48
SALES,SAUDARA JAYA.Ap,31-03-2022,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),24
SALES,MEGA SAKTI.TO,31-03-2022,CHAMPS EMULSION (BTL/350ML),92
SALES,VITA SARI.Ap,31-03-2022,CHAMPS EMULSION (BTL/350ML),60
SALES,VITA SARI.Ap,31-03-2022,MAXITON SOFT CAP (BTL/30S),72
SALES,BONA JAYA.AP,31-03-2022,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),36
SALES,AGUNG.TO,31-03-2022,CHAMPS EMULSION (BTL/350ML),12
SALES,AGUNG.TO,31-03-2022,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),24
SALES,RANI. KLINIK PRATAMA,31-03-2022,CHAMPS EMULSION (BTL/200ML),6
SALES,RANI. KLINIK PRATAMA,31-03-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),12
SALES,RANI. KLINIK PRATAMA,31-03-2022,CHAMPS VIT C 100MG (BTL/30),12
SALES,RISDA.Bidan,04-04-2022,CHAMPS VIT C 100MG (BTL/30),4
SALES,KASIH AGAPE.Ap,04-04-2022,MAXITON SOFT CAP (BTL/30S),2
SALES,SAUDARA JAYA.Ap,05-04-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),24
SALES,SAUDARA JAYA.Ap,05-04-2022,CHAMPS VIT C 100MG (BTL/30),24
SALES,SAUDARA JAYA.Ap,05-04-2022,NATURALLE BETA CAROTENE 6MG (BTL/30S),12
SALES,SAUDARA JAYA.Ap,05-04-2022,NATURALLE GARLIC OIL 3000MG (BTL/100S),24
SALES,KITA SEHAT.Ap,06-04-2022,CHAMPS VIT C 100MG (BTL/30),12
SALES,KITA SEHAT.Ap,06-04-2022,NATURALLE BETA CAROTENE 6MG (BTL/30S),2
SALES,KITA SEHAT.Ap,06-04-2022,NATURALLE FISH OIL 1000MG (BTL/60S),1
SALES,KITA SEHAT.Ap,06-04-2022,NATURALLE GARLIC OIL 3000MG (BTL/100S),1
SALES,RAYA JAYA.Ap,07-04-2022,NATURALLE GARLIC OIL 3000MG (BTL/100S),2
SALES,PT. KALIMAS GLOBAL ASIA,07-04-2022,NATURALLE BETA CAROTENE 6MG (BTL/30S),24
SALES,REZEKI MANDIRI.Ap,07-04-2022,NATURALLE GARLIC OIL 3000MG (BTL/100S),4
SALES,MEGAH TETAP SAKTI.PT,08-04-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),72
SALES,MEGAH TETAP SAKTI.PT,08-04-2022,CHAMPS VIT C 100MG (BTL/30),72
SALES,MEGAH TETAP SAKTI.PT,08-04-2022,MAXITON SOFT CAP (BTL/30S),72
SALES,MEGAH TETAP SAKTI.PT,08-04-2022,NATURALLE BETA CAROTENE 6MG (BTL/30S),48
SALES,MEGAH TETAP SAKTI.PT,08-04-2022,NATURALLE VIT E 250IU (BTL/30S),72
SALES,MEGAH TETAP SAKTI.PT,08-04-2022,NATURALLE FISH OIL 1000MG (BTL/60S),36
SALES,MEGAH TETAP SAKTI.PT,08-04-2022,NATURALLE GARLIC OIL 3000MG (BTL/100S),48
SALES,MEGAH TETAP SAKTI.PT,08-04-2022,CHAMPS EMULSION (BTL/350ML),92
SALES,ANDA.TO,08-04-2022,MAXITON SOFT CAP (BTL/30S),12
SALES,RAYA III.Ap,08-04-2022,CHAMPS VIT C 100MG (BTL/30),6
SALES,SUMBER SEGAR LESTARI.CV (BRASTAGI RANTAU),08-04-2022,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),3
