TRS_TYPE,NAMAOUTLET,TGL_INVC,NAMABARANG,QTYSALES
SALES,SUSU NEW ASIA MANDIRI. TK,06-24-2022,NATURALLE GARLIC OIL 3000MG (BTL/100S),1
SALES,HARRY NA JAYA FARMA.Ap,06-27-2022,NATURALLE BETA CAROTENE 6MG (BTL/30S),2
SALES,BIDARA.Ap,06-27-2022,CHAMPS EMULSION (BTL/200ML),4
SALES,KOPERASI SERBA USAHA BINTANG ABADI NUSANTARA,06-27-2022,CHAMPS VIT C 100MG (BTL/30),12
SALES,VITA SARI.Ap,06-27-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),1
SALES,VITA SARI.Ap,06-27-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),71
SALES,RAYA IV.Ap,06-28-2022,CHAMPS VIT C 100MG (BTL/30),12
SALES,RAYA IV.Ap,06-28-2022,NATURALLE BETA CAROTENE 6MG (BTL/30S),2
SALES,RAYA IV.Ap,06-28-2022,NATURALLE VIT E 250IU (BTL/30S),1
SALES,LIA.Ap,06-28-2022,CHAMPS EMULSION (BTL/200ML),4
SALES,LIA.Ap,06-28-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),4
SALES,LIA.Ap,06-28-2022,CHAMPS VIT C 100MG (BTL/30),4
SALES,RAYA III.Ap,06-28-2022,NATURALLE FISH OIL 1000MG (BTL/60S),2
SALES,BONA JAYA.AP,06-28-2022,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),36
SALES,BONA JAYA.AP,06-28-2022,NATURALLE FISH OIL 1000MG (BTL/60S),24
SALES,AGUNG.TO,06-29-2022,CHAMPS VIT C 100MG (BTL/30),24
SALES,AGUNG.TO,06-29-2022,NATURALLE VIT E 250IU (BTL/30S),36
SALES,ROMERO.Ap,06-29-2022,MAXITON SOFT CAP (BTL/30S),2
SALES,OKE.Swalayan,06-29-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),3
SALES,OKE.Swalayan,06-29-2022,CHAMPS VIT C 100MG (BTL/30),3
SALES,OKE.Swalayan,06-29-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),3
SALES,BONA JAYA.AP,06-29-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),72
SALES,SINAR RAYA.Ap,06-30-2022,NATURALLE FISH OIL 1000MG (BTL/60S),12
SALES,SINAR RAYA.Ap,06-30-2022,NATURALLE GARLIC OIL 3000MG (BTL/100S),12
SALES,SAFIRA.Ap,06-30-2022,CHAMPS EMULSION (BTL/200ML),4
SALES,EVA HUTAHAEAN.Bidan,06-30-2022,MAXITON SOFT CAP (BTL/30S),12
SALES,AL- BAROKAH. UD.,06-30-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),6
SALES,DJULIANA THANUR.Dr,06-30-2022,NATURALLE VIT E 250IU (BTL/30S),12
SALES,SAUDARA BARU.Ap,06-30-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),24
SALES,SAUDARA BARU.Ap,06-30-2022,CHAMPS VIT C 100MG (BTL/30),24
SALES,SAUDARA BARU.Ap,06-30-2022,MAXITON SOFT CAP (BTL/30S),24
SALES,SAUDARA BARU.Ap,06-30-2022,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),12
SALES,SAUDARA BARU.Ap,06-30-2022,NATURALLE FISH OIL 1000MG (BTL/60S),24
SALES,PT. KALIMAS GLOBAL ASIA,06-30-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),72
SALES,PT. KALIMAS GLOBAL ASIA,06-30-2022,NATURALLE VIT E 250IU (BTL/30S),48
SALES,PT. KALIMAS GLOBAL ASIA,06-30-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),48
SALES,PT. KALIMAS GLOBAL ASIA,06-30-2022,NATURALLE VIT E 250IU (BTL/30S),48
SALES,SARI GUNUNG.Ap,06-30-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),36
SALES,SARI GUNUNG.Ap,06-30-2022,MAXITON SOFT CAP (BTL/30S),36
SALES,SARI GUNUNG.Ap,06-30-2022,NATURALLE BETA CAROTENE 6MG (BTL/30S),36
SALES,SARI GUNUNG.Ap,06-30-2022,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),24
SALES,SARI GUNUNG.Ap,06-30-2022,NATURALLE FISH OIL 1000MG (BTL/60S),24
SALES,SARI GUNUNG.Ap,06-30-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),24
SALES,VITA SARI.Ap,06-30-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),63
SALES,VITA SARI.Ap,06-30-2022,NATURALLE FISH OIL 1000MG (BTL/60S),24
SALES,BONA JAYA.AP,06-30-2022,MAXITON SOFT CAP (BTL/30S),48
SALES,BONA JAYA.AP,06-30-2022,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),12
SALES,BONA JAYA.AP,06-30-2022,NATURALLE FISH OIL 1000MG (BTL/60S),12
SALES,BONA JAYA.AP,06-30-2022,NATURALLE GARLIC OIL 3000MG (BTL/100S),12
SALES,SUDARSO.Ap,06-30-2022,CHAMPS EMULSION (BTL/200ML),3
SALES,MITRA.Ap,06-30-2022,NATURALLE FISH OIL 1000MG (BTL/60S),1
SALES,AGUNG.TO,06-30-2022,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),36
SALES,AGUNG.TO,06-30-2022,NATURALLE TONGKAT ALI PLUS (BTL/60),13
SALES,AGUNG.TO,06-30-2022,NATURALLE FISH OIL 1000MG (BTL/60S),12
SALES,VITA SARI.Ap,06-30-2022,MAXITON SOFT CAP (BTL/30S),72
SALES,MITRA.Ap,06-30-2022,CHAMPS VIT C 100MG (BTL/30),12
SALES,VITA SARI.Ap,06-30-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),105
SALES,VITA SARI.Ap,06-30-2022,NATURALLE VIT E 250IU (BTL/30S),24
SALES,PAK PAK. TO,07-07-2022,CHAMPS VIT C 100MG (BTL/30),12
SALES,LAJU SEHAT. AP,07-08-2022,MAXITON SOFT CAP (BTL/30S),4
SALES,WATIYEM.Bidan,07-11-2022,CHAMPS VIT C 100MG (BTL/30),4
RETUR,PT. MENARA ANUGERAH SENTOSA,07-12-2022,NATURALLE BETA CAROTENE 6MG (BTL/30S),-1
SALES,GUNA F.Ap,07-12-2022,MAXITON SOFT CAP (BTL/30S),2
SALES,MW RAMBUTAN 2.Ap,07-12-2022,MAXITON SOFT CAP (BTL/30S),1
SALES,ANDA.TO,07-12-2022,MAXITON SOFT CAP (BTL/30S),12
SALES,BERSAMA.TO,07-13-2022,NATURALLE TONGKAT ALI PLUS (BTL/60),3
SALES,BAZZAR DUOPHARMA MEDAN,07-14-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),1
SALES,VITA SARI.Ap,07-15-2022,NATURALLE GARLIC OIL 3000MG (BTL/100S),24
SALES,VITA SARI.Ap,07-15-2022,NATURALLE TONGKAT ALI PLUS (BTL/60),12
SALES,CAHAYA RAYA.Ap,07-15-2022,NATURALLE GARLIC OIL 3000MG (BTL/100S),6
RETUR,ALMAQVIRA.Ap,07-18-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
SALES,BIDAN NATALIA BR GIRSANG  TO SUMBER SEHAT,07-18-2022,MAXITON SOFT CAP (BTL/30S),1
SALES,BINTANG FARMA. CV,07-19-2022,MAXITON SOFT CAP (BTL/30S),30
SALES,BINTANG FARMA. CV,07-19-2022,NATURALLE BETA CAROTENE 6MG (BTL/30S),18
SALES,BINTANG FARMA. CV,07-19-2022,NATURALLE GARLIC OIL 3000MG (BTL/100S),12
SALES,BINTANG FARMA. CV,07-19-2022,NATURALLE TONGKAT ALI PLUS (BTL/60),4
SALES,BINTANG FARMA. CV,07-19-2022,NATURALLE KACIP FATIMAH PLUS (BTL/60),4
SALES,KASIH AGAPE.Ap,07-19-2022,NATURALLE FISH OIL 1000MG (BTL/60S),1
SALES,TIOSBEL.TO,07-23-2022,NATURALLE VIT E 250IU (BTL/30S),1
SALES,TIOSBEL.TO,07-23-2022,NATURALLE FISH OIL 1000MG (BTL/60S),1
SALES,TIOSBEL.TO,07-23-2022,NATURALLE GARLIC OIL 3000MG (BTL/100S),1
SALES,DETTY.Ap,07-25-2022,MAXITON SOFT CAP (BTL/30S),4
SALES,AGUNG.TO,07-25-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),24
SALES,NALAMBOK.Ap,07-26-2022,NATURALLE FISH OIL 1000MG (BTL/60S),6
SALES,SAUDARA JAYA.Ap,07-28-2022,CHAMPS VIT C 100MG (BTL/30),24
SALES,SAUDARA JAYA.Ap,07-28-2022,NATURALLE BETA CAROTENE 6MG (BTL/30S),12
SALES,SAUDARA JAYA.Ap,07-28-2022,NATURALLE FISH OIL 1000MG (BTL/60S),12
SALES,AGUNG.TO,07-29-2022,NATURALLE FISH OIL 1000MG (BTL/60S),24
SALES,SAUDARA JAYA.Ap,07-29-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),24
SALES,SAUDARA JAYA.Ap,07-29-2022,NATURALLE BETA CAROTENE 6MG (BTL/30S),12
SALES,SAUDARA JAYA.Ap,07-29-2022,NATURALLE VIT E 250IU (BTL/30S),20
SALES,SAUDARA JAYA.Ap,07-29-2022,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),20
SALES,SAUDARA JAYA.Ap,07-29-2022,NATURALLE FISH OIL 1000MG (BTL/60S),13
SALES,SAUDARA JAYA.Ap,07-29-2022,NATURALLE GARLIC OIL 3000MG (BTL/100S),20
SALES,SAUDARA JAYA.Ap,07-29-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),20
SALES,BONA JAYA.AP,07-29-2022,CHAMPS VIT C 100MG (BTL/30),0
SALES,BONA JAYA.AP,07-29-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),60
SALES,WATIYEM.Bidan,07-30-2022,CHAMPS VIT C 100MG (BTL/30),50
SALES,DAMANIK.Bidan,07-30-2022,CHAMPS EMULSION (BTL/200ML),4
SALES,NALAMBOK.Ap,07-30-2022,NATURALLE VIT E 250IU (BTL/30S),12
SALES,NALAMBOK.Ap,07-30-2022,NATURALLE FISH OIL 1000MG (BTL/60S),12
SALES,OKE.Ap,07-30-2022,CHAMPS EMULSION (BTL/200ML),12
SALES,SARI GUNUNG.Ap,07-30-2022,CHAMPS EMULSION (BTL/200ML),120
SALES,SARI GUNUNG.Ap,07-30-2022,CHAMPS EMULSION (BTL/350ML),60
SALES,SARI GUNUNG.Ap,07-30-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),72
SALES,AGUNG.TO,07-30-2022,CHAMPS EMULSION (BTL/350ML),12
SALES,AGUNG.TO,07-30-2022,NATURALLE VIT E 250IU (BTL/30S),36
SALES,BONA JAYA.AP,07-30-2022,CHAMPS EMULSION (BTL/350ML),24
SALES,VITA SARI.Ap,07-30-2022,CHAMPS EMULSION (BTL/200ML),72
SALES,VITA SARI.Ap,07-30-2022,CHAMPS EMULSION (BTL/350ML),60
SALES,VITA SARI.Ap,07-30-2022,MAXITON SOFT CAP (BTL/30S),72
SALES,VITA SARI.Ap,07-30-2022,NATURALLE BETA CAROTENE 6MG (BTL/30S),24
SALES,VITA SARI.Ap,07-30-2022,NATURALLE FISH OIL 1000MG (BTL/60S),24
SALES,VITA SARI.Ap,07-30-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),72
SALES,RAFIF FARMA.Ap,07-30-2022,CHAMPS EMULSION (BTL/200ML),4
SALES,ALMAQVIRA.Ap,07-30-2022,CHAMPS EMULSION (BTL/200ML),3
SALES,CITY.Ap,07-30-2022,CHAMPS EMULSION (BTL/200ML),4
SALES,SAFIRA.Ap,07-30-2022,CHAMPS EMULSION (BTL/200ML),4
SALES,AGUNG.TO,07-30-2022,MAXITON SOFT CAP (BTL/30S),50
SALES,AGUNG.TO,07-30-2022,NATURALLE BETA CAROTENE 6MG (BTL/30S),24
SALES,NORA.Ap,07-30-2022,CHAMPS EMULSION (BTL/200ML),4
SALES,KARYA RAYA.Ap,07-30-2022,CHAMPS EMULSION (BTL/200ML),3
SALES,BINTANG FARMA. CV,07-30-2022,CHAMPS EMULSION (BTL/350ML),72
SALES,BONA 1.Ap,07-30-2022,CHAMPS EMULSION (BTL/200ML),6
SALES,BONA 1.Ap,07-30-2022,CHAMPS EMULSION (BTL/350ML),6
SALES,ROMERO.Ap,07-30-2022,CHAMPS EMULSION (BTL/200ML),6
SALES,SAUDARA JAYA.Ap,07-30-2022,CHAMPS EMULSION (BTL/350ML),24
SALES,PAK PAK. TO,07-30-2022,CHAMPS EMULSION (BTL/200ML),4
SALES,KASIH AGAPE.Ap,07-30-2022,CHAMPS VIT C 100MG (BTL/30),6
SALES,KASIH AGAPE.Ap,07-30-2022,NATURALLE BETA CAROTENE 6MG (BTL/30S),1
SALES,BIDARA.Ap,07-30-2022,CHAMPS EMULSION (BTL/200ML),4
SALES,SINAR BINTANG.Ap,08-02-2022,CHAMPS VIT C 100MG (BTL/30),7
SALES,SINAR BINTANG.Ap,08-02-2022,NATURALLE BETA CAROTENE 6MG (BTL/30S),2
SALES,SINAR BINTANG.Ap,08-02-2022,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),2
SALES,SITI AMNA.Klinik,08-02-2022,CHAMPS EMULSION (BTL/350ML),2
SALES,RISDA.Bidan,08-03-2022,CHAMPS EMULSION (BTL/200ML),1
SALES,RISDA.Bidan,08-03-2022,CHAMPS EMULSION (BTL/350ML),1
SALES,DETTY.Ap,08-04-2022,NATURALLE FISH OIL 1000MG (BTL/60S),1
SALES,YOHANA FARMA.Ap,08-05-2022,CHAMPS EMULSION (BTL/200ML),12
SALES,KOPERASI SERBA USAHA BINTANG ABADI NUSANTARA,08-05-2022,CHAMPS EMULSION (BTL/200ML),24
SALES,CAHAYA RAYA.Ap,08-06-2022,CHAMPS EMULSION (BTL/200ML),4
SALES,CAHAYA RAYA.Ap,08-06-2022,CHAMPS EMULSION (BTL/350ML),4
RETUR,RIZKY.Ap,08-08-2022,NATURALLE FISH OIL 1000MG (BTL/60S),-1
SALES,GUNA F.Ap,08-08-2022,CHAMPS EMULSION (BTL/200ML),2
SALES,GUNA F.Ap,08-08-2022,CHAMPS EMULSION (BTL/350ML),2
SALES,ANUGRAH PERSADA.Ap,08-08-2022,CHAMPS EMULSION (BTL/200ML),4
SALES,ANUGRAH PERSADA.Ap,08-08-2022,CHAMPS EMULSION (BTL/350ML),4
SALES,PANCUR BATU.Ap,08-08-2022,CHAMPS EMULSION (BTL/200ML),4
SALES,BONA JAYA.AP,08-10-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),60
SALES,BONA 1.Ap,08-10-2022,NATURALLE GARLIC OIL 3000MG (BTL/100S),2
SALES,BINTANG FARMA. CV,08-10-2022,CHAMPS EMULSION (BTL/200ML),48
SALES,BINTANG FARMA. CV,08-10-2022,CHAMPS VIT C 100MG (BTL/30),24
SALES,BINTANG FARMA. CV,08-10-2022,MAXITON SOFT CAP (BTL/30S),24
SALES,BINTANG FARMA. CV,08-10-2022,NATURALLE VIT E 250IU (BTL/30S),24
SALES,BINTANG FARMA. CV,08-10-2022,NATURALLE FISH OIL 1000MG (BTL/60S),18
SALES,BINTANG FARMA. CV,08-10-2022,NATURALLE TONGKAT ALI PLUS (BTL/60),4
SALES,BINTANG FARMA. CV,08-10-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),24
SALES,PANCUR BATU.Ap,08-10-2022,NATURALLE FISH OIL 1000MG (BTL/60S),2
SALES,MW RAMBUTAN 2.Ap,08-12-2022,CHAMPS EMULSION (BTL/200ML),4
SALES,BUDIMAN JAYA.TO,08-12-2022,CHAMPS EMULSION (BTL/350ML),4
SALES,OK.Swalayan,08-12-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),3
SALES,OK.Swalayan,08-12-2022,CHAMPS VIT C 100MG (BTL/30),3
SALES,RIZKY.Ap,08-13-2022,NATURALLE FISH OIL 1000MG (BTL/60S),1
SALES,RAYA IV.Ap,08-13-2022,CHAMPS EMULSION (BTL/200ML),12
SALES,PT. KALIMAS GLOBAL ASIA,08-13-2022,CHAMPS EMULSION (BTL/200ML),24
SALES,PT. KALIMAS GLOBAL ASIA,08-13-2022,CHAMPS EMULSION (BTL/350ML),24
SALES,TANJUNG SARI.Ap,08-15-2022,MAXITON SOFT CAP (BTL/30S),4
SALES,SAUDARA JAYA.Ap,08-15-2022,CHAMPS EMULSION (BTL/200ML),24
SALES,SAUDARA JAYA.Ap,08-15-2022,CHAMPS VIT C 100MG (BTL/30),24
RETUR,PANCUR BATU.Ap,08-18-2022,NATURALLE FISH OIL 1000MG (BTL/60S),-2
SALES,WATIYEM.Bidan,08-18-2022,CHAMPS EMULSION (BTL/200ML),12
SALES,WATIYEM.Bidan,08-19-2022,CHAMPS VIT C 100MG (BTL/30),50
RETUR,DETTY.Ap,08-20-2022,NATURALLE FISH OIL 1000MG (BTL/60S),-1
RETUR,PERDAGANGAN. Ap,08-20-2022,NATURALLE BETA CAROTENE 6MG (BTL/30S),-12
RETUR,PERDAGANGAN. Ap,08-20-2022,NATURALLE VIT E 250IU (BTL/30S),-20
RETUR,PERDAGANGAN. Ap,08-20-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-2
RETUR,PERDAGANGAN. Ap,08-20-2022,CHAMPS VIT C 100MG (BTL/30),-1
RETUR,PERDAGANGAN. Ap,08-20-2022,NATURALLE FISH OIL 1000MG (BTL/60S),-3
SALES,KURNIA FARMA.Ap,08-22-2022,CHAMPS EMULSION (BTL/350ML),4
SALES,AGUNG.TO,08-22-2022,CHAMPS EMULSION (BTL/200ML),24
SALES,AL- BAROKAH. UD.,08-22-2022,CHAMPS VIT C 100MG (BTL/30),24
SALES,BONA JAYA.AP,08-23-2022,CHAMPS EMULSION (BTL/200ML),48
SALES,RAMAIDA SIBURIAN.Bidan,08-23-2022,CHAMPS EMULSION (BTL/200ML),6
RETUR,SUSU NEW ASIA MANDIRI. TK,08-24-2022,NATURALLE FISH OIL 1000MG (BTL/60S),-1
SALES,BINTANG FARMA. CV,08-24-2022,NATURALLE BETA CAROTENE 6MG (BTL/30S),12
SALES,BINTANG FARMA. CV,08-24-2022,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),12
SALES,VITA SARI.Ap,08-26-2022,NATURALLE VIT E 250IU (BTL/30S),36
SALES,VITA SARI.Ap,08-26-2022,NATURALLE FISH OIL 1000MG (BTL/60S),24
SALES,VITA SARI.Ap,08-26-2022,NATURALLE GARLIC OIL 3000MG (BTL/100S),24
SALES,MAJU.Ap,08-26-2022,CHAMPS EMULSION (BTL/200ML),12
SALES,AGUNG.TO,08-26-2022,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),36
SALES,AMANAH KLINIK PRATAMA,08-29-2022,NATURALLE VIT E 250IU (BTL/30S),4
SALES,AMANAH KLINIK PRATAMA,08-29-2022,CHAMPS EMULSION (BTL/200ML),4
SALES,SAUDARA JAYA.Ap,08-29-2022,CHAMPS EMULSION (BTL/350ML),12
SALES,SAUDARA JAYA.Ap,08-29-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),24
SALES,SAUDARA JAYA.Ap,08-29-2022,MAXITON SOFT CAP (BTL/30S),24
SALES,SAUDARA JAYA.Ap,08-29-2022,NATURALLE KACIP FATIMAH PLUS (BTL/60),5
SALES,SAUDARA JAYA.Ap,08-29-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),24
SALES,RAYA IV.Ap,08-29-2022,CHAMPS VIT C 100MG (BTL/30),12
SALES,TANJUNG SARI.Ap,08-31-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),1
SALES,GAMMA. AP,08-31-2022,CHAMPS EMULSION (BTL/200ML),4
SALES,GAMMA. AP,08-31-2022,CHAMPS EMULSION (BTL/350ML),4
SALES,GAMMA. AP,08-31-2022,NATURALLE FISH OIL 1000MG (BTL/60S),1
SALES,PT. KALIMAS GLOBAL ASIA,08-31-2022,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),12
SALES,PT. KALIMAS GLOBAL ASIA,08-31-2022,NATURALLE GARLIC OIL 3000MG (BTL/100S),12
SALES,SAUDARA JAYA.Ap,08-31-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),36
SALES,GAMMA. AP,08-31-2022,MAXITON SOFT CAP (BTL/30S),2
SALES,MEGAH TETAP SAKTI.PT,08-31-2022,CHAMPS EMULSION (BTL/350ML),24
SALES,MEGAH TETAP SAKTI.PT,08-31-2022,NATURALLE TONGKAT ALI PLUS (BTL/60),6
SALES,PT. KALIMAS GLOBAL ASIA,08-31-2022,CHAMPS EMULSION (BTL/200ML),24
SALES,PT. KALIMAS GLOBAL ASIA,08-31-2022,CHAMPS EMULSION (BTL/350ML),24
SALES,RAYA III.Ap,08-31-2022,CHAMPS EMULSION (BTL/200ML),4
SALES,BONA JAYA.AP,08-31-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),24
SALES,BONA JAYA.AP,08-31-2022,CHAMPS VIT C 100MG (BTL/30),24
SALES,BONA JAYA.AP,08-31-2022,NATURALLE BETA CAROTENE 6MG (BTL/30S),24
SALES,BONA JAYA.AP,08-31-2022,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),24
SALES,SARI GUNUNG.Ap,08-31-2022,CHAMPS EMULSION (BTL/200ML),48
SALES,SARI GUNUNG.Ap,08-31-2022,CHAMPS EMULSION (BTL/350ML),24
SALES,SARI GUNUNG.Ap,08-31-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),12
SALES,SARI GUNUNG.Ap,08-31-2022,CHAMPS VIT C 100MG (BTL/30),72
SALES,SARI GUNUNG.Ap,08-31-2022,MAXITON SOFT CAP (BTL/30S),36
SALES,SARI GUNUNG.Ap,08-31-2022,NATURALLE BETA CAROTENE 6MG (BTL/30S),36
SALES,SARI GUNUNG.Ap,08-31-2022,NATURALLE VIT E 250IU (BTL/30S),36
SALES,SARI GUNUNG.Ap,08-31-2022,NATURALLE FISH OIL 1000MG (BTL/60S),12
SALES,SINAR RAYA.Ap,08-31-2022,CHAMPS EMULSION (BTL/200ML),24
SALES,SERASI.Ap,08-31-2022,CHAMPS EMULSION (BTL/200ML),4
SALES,AGUNG.TO,08-31-2022,NATURALLE VIT E 250IU (BTL/30S),36
SALES,AGUNG.TO,08-31-2022,NATURALLE TONGKAT ALI PLUS (BTL/60),14
SALES,AGUNG.TO,08-31-2022,NATURALLE FISH OIL 1000MG (BTL/60S),36
SALES,BONA JAYA.AP,08-31-2022,NATURALLE KACIP FATIMAH PLUS (BTL/60),4
SALES,VITA SARI.Ap,08-31-2022,CHAMPS VIT C 100MG (BTL/30),48
SALES,VITA SARI.Ap,08-31-2022,MAXITON SOFT CAP (BTL/30S),72
SALES,VITA SARI.Ap,08-31-2022,NATURALLE BETA CAROTENE 6MG (BTL/30S),24
SALES,VITA SARI.Ap,08-31-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),72
SALES,SERASI. KLINIK PRATAMA,09-01-2022,CHAMPS EMULSION (BTL/200ML),1
SALES,SERASI. KLINIK PRATAMA,09-01-2022,CHAMPS EMULSION (BTL/350ML),1
SALES,SAUDARA BARU.Ap,09-02-2022,CHAMPS EMULSION (BTL/200ML),24
SALES,VITA SARI.Ap,09-03-2022,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),24
SALES,BONA 1. AP,09-03-2022,CHAMPS VIT C 100MG (BTL/30),6
SALES,BONA 1. AP,09-03-2022,NATURALLE BETA CAROTENE 6MG (BTL/30S),1
SALES,INDAH.Ap,09-03-2022,CHAMPS EMULSION (BTL/200ML),4
RETUR,BERSAMA.TO,09-05-2022,NATURALLE TONGKAT ALI PLUS (BTL/60),-3
RETUR,PT. MENARA ANUGERAH SENTOSA,09-06-2022,NATURALLE FISH OIL 1000MG (BTL/60S),-2
SALES,PT. KALIMAS GLOBAL ASIA,09-06-2022,CHAMPS VIT C 100MG (BTL/30),12
SALES,PT. KALIMAS GLOBAL ASIA,09-06-2022,NATURALLE BETA CAROTENE 6MG (BTL/30S),12
SALES,ARDUMAS.Bidan,09-06-2022,CHAMPS EMULSION (BTL/200ML),12
SALES,HUSADA.Ap,09-06-2022,CHAMPS EMULSION (BTL/200ML),4
SALES,DEARMA.Ap,09-07-2022,CHAMPS EMULSION (BTL/200ML),7
SALES,PT. KALIMAS GLOBAL ASIA,09-07-2022,NATURALLE FISH OIL 1000MG (BTL/60S),24
SALES,SETIA FARMA.Ap,09-08-2022,NATURALLE FISH OIL 1000MG (BTL/60S),1
SALES,PT. KALIMAS GLOBAL ASIA,09-08-2022,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),12
SALES,PT. KALIMAS GLOBAL ASIA,09-08-2022,NATURALLE GARLIC OIL 3000MG (BTL/100S),12
SALES,JASANTA.AP,09-10-2022,CHAMPS EMULSION (BTL/200ML),2
SALES,JASANTA.AP,09-10-2022,MAXITON SOFT CAP (BTL/30S),1
SALES,BIDARA.Ap,09-10-2022,CHAMPS EMULSION (BTL/200ML),4
SALES,KARYAWAN  ERICA,09-10-2022,CHAMPS EMULSION (BTL/350ML),1
SALES,AMANAH KLINIK PRATAMA,09-12-2022,CHAMPS EMULSION (BTL/200ML),6
SALES,PT. KALIMAS GLOBAL ASIA,09-12-2022,NATURALLE FISH OIL 1000MG (BTL/60S),12
SALES,PT. KALIMAS GLOBAL ASIA,09-12-2022,NATURALLE KACIP FATIMAH PLUS (BTL/60),12
SALES,GUNA FARMA. AP,09-12-2022,MAXITON SOFT CAP (BTL/30S),2
SALES,BONA JAYA.AP,09-13-2022,CHAMPS EMULSION (BTL/200ML),24
SALES,BONA JAYA.AP,09-13-2022,CHAMPS EMULSION (BTL/350ML),24
SALES,BONA JAYA.AP,09-13-2022,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),24
SALES,BONA JAYA.AP,09-13-2022,NATURALLE VIT E 250IU (BTL/30S),12
SALES,BONA JAYA.AP,09-13-2022,NATURALLE GARLIC OIL 3000MG (BTL/100S),12
SALES,BONA JAYA.AP,09-13-2022,NATURALLE TONGKAT ALI PLUS (BTL/60),4
SALES,BINTANG FARMA. CV,09-13-2022,CHAMPS EMULSION (BTL/200ML),48
SALES,BINTANG FARMA. CV,09-13-2022,MAXITON SOFT CAP (BTL/30S),24
SALES,BINTANG FARMA. CV,09-13-2022,NATURALLE BETA CAROTENE 6MG (BTL/30S),24
SALES,BINTANG FARMA. CV,09-13-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),1
SALES,BINTANG FARMA. CV,09-13-2022,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),23
SALES,SAUDARA JAYA.Ap,09-14-2022,CHAMPS EMULSION (BTL/200ML),24
SALES,SAUDARA JAYA.Ap,09-14-2022,CHAMPS EMULSION (BTL/350ML),20
SALES,SAUDARA JAYA.Ap,09-14-2022,NATURALLE BETA CAROTENE 6MG (BTL/30S),20
SALES,SAUDARA JAYA.Ap,09-14-2022,NATURALLE VIT E 250IU (BTL/30S),24
SALES,SAUDARA JAYA.Ap,09-14-2022,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),12
SALES,SAUDARA JAYA.Ap,09-14-2022,NATURALLE FISH OIL 1000MG (BTL/60S),24
