TRS_TYPE,NAMAOUTLET,TGL_INVC,NAMABARANG,QTYSALES
SALES,TANJUNG SARI.Ap,44665,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),1
SALES,PT. KALIMAS GLOBAL ASIA,44665,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),48
SALES,SEHAT FARMA. AP,44665,MAXITON SOFT CAP (BTL/30S),12
RETUR,MEGA SAKTI.TO,44669,NATURALLE TONGKAT ALI PLUS (BTL/60),-3
RETUR,KOPERASI SERBA USAHA BINTANG ABADI NUSANTARA,44669,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-5
RETUR,GUNA F.Ap,44669,CHAMPS EMULSION (BTL/200ML),-1
RETUR,MERAPI MANDIRI.Ap,44669,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-5
RETUR,CHACHA.Ap,44669,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,YASMIN.Ap,44669,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,YASMIN.Ap,44669,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,HIDUP SEHAT.Ap,44669,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,HIDUP SEHAT.Ap,44669,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,PANE FARMA.Ap,44669,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,PANE FARMA.Ap,44669,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
SALES,BIDARA.Ap,44669,CHAMPS EMULSION (BTL/200ML),3
RETUR,PELANGI.Ap,44670,MAXITON SOFT CAP (BTL/30S),-1
RETUR,PELANGI.Ap,44670,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,SELAYANG.Ap,44670,MAXITON SOFT CAP (BTL/30S),-1
SALES,GUNA F.Ap,44670,NATURALLE BETA CAROTENE 6MG (BTL/30S),1
SALES,GUNA F.Ap,44670,NATURALLE FISH OIL 1000MG (BTL/60S),1
SALES,ARMA JAYA.Ap,44670,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),1
SALES,ARMA JAYA.Ap,44670,NATURALLE GARLIC OIL 3000MG (BTL/100S),1
SALES,BONA 1.Ap,44670,NATURALLE BETA CAROTENE 6MG (BTL/30S),2
SALES,BONA 1.Ap,44670,NATURALLE FISH OIL 1000MG (BTL/60S),1
SALES,PT. KALIMAS GLOBAL ASIA,44670,MAXITON SOFT CAP (BTL/30S),36
SALES,JAKARTA.Ap,44671,NATURALLE BETA CAROTENE 6MG (BTL/30S),12
SALES,JAKARTA.Ap,44671,NATURALLE FISH OIL 1000MG (BTL/60S),12
RETUR,MURAH.Ap,44672,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,ASEAN.Ap,44672,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,ASEAN.Ap,44672,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,BAHAGIA.TO,44672,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,BAHAGIA.TO,44672,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
SALES,KARYA RAYA.Ap,44672,NATURALLE BETA CAROTENE 6MG (BTL/30S),1
SALES,KARYA RAYA.Ap,44672,NATURALLE VIT E 250IU (BTL/30S),1
SALES,KARYA RAYA.Ap,44672,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),1
SALES,KARYA RAYA.Ap,44672,NATURALLE FISH OIL 1000MG (BTL/60S),1
SALES,KARYA RAYA.Ap,44672,NATURALLE TONGKAT ALI PLUS (BTL/60),1
SALES,KARYA RAYA.Ap,44672,NATURALLE KACIP FATIMAH PLUS (BTL/60),1
SALES,DELI.Ap,44672,CHAMPS VIT C 100MG (BTL/30),12
SALES,PT. KALIMAS GLOBAL ASIA,44672,CHAMPS EMULSION (BTL/200ML),48
SALES,BINTANG FARMA. CV,44672,MAXITON SOFT CAP (BTL/30S),24
SALES,BINTANG FARMA. CV,44672,NATURALLE TONGKAT ALI PLUS (BTL/60),4
SALES,BINTANG FARMA. CV,44672,NATURALLE KACIP FATIMAH PLUS (BTL/60),4
SALES,PT. KALIMAS GLOBAL ASIA,44672,NATURALLE FISH OIL 1000MG (BTL/60S),36
SALES,TANJUNG SARI.Ap,44672,CHAMPS EMULSION (BTL/200ML),4
SALES,ARTA SEHAT.Ap,44672,CHAMPS EMULSION (BTL/200ML),7
SALES,KASIH AGAPE.Ap,44672,CHAMPS EMULSION (BTL/200ML),4
SALES,BINTANG FARMA. CV,44673,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),288
SALES,BINTANG FARMA. CV,44673,NATURALLE BETA CAROTENE 6MG (BTL/30S),12
SALES,RAYA JAYA.Ap,44673,CHAMPS VIT C 100MG (BTL/30),4
SALES,CAHAYA RAYA.Ap,44673,NATURALLE GARLIC OIL 3000MG (BTL/100S),4
SALES,PT. KALIMAS GLOBAL ASIA,44673,NATURALLE GARLIC OIL 3000MG (BTL/100S),12
SALES,PT. KALIMAS GLOBAL ASIA,44673,NATURALLE KACIP FATIMAH PLUS (BTL/60),12
SALES,BETHESDA BERKAT. AP,44674,MAXITON SOFT CAP (BTL/30S),12
SALES,MARYAM.Ap,44674,CHAMPS EMULSION (BTL/200ML),3
SALES,LASMARO PASARIBU.Bidan,44674,NATURALLE TONGKAT ALI PLUS (BTL/60),1
SALES,RIZKY.Ap,44674,NATURALLE GARLIC OIL 3000MG (BTL/100S),1
SALES,CAHAYA. TO,44674,MAXITON SOFT CAP (BTL/30S),1
SALES,RAMAIDA SIBURIAN.Bidan,44674,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),2
RETUR,JATI NEGARA.Ap,44676,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,JATI NEGARA.Ap,44676,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,SEHAT SERASI.Ap,44676,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,SEHAT SERASI.Ap,44676,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
SALES,HIDUP SEHAT,44676,CHAMPS VIT C 100MG (BTL/30),12
SALES,AGUNG.TO,44676,NATURALLE VIT E 250IU (BTL/30S),36
SALES,SARI GUNUNG.Ap,44676,CHAMPS EMULSION (BTL/200ML),120
SALES,GAMA.Ap,44676,CHAMPS EMULSION (BTL/200ML),4
SALES,GAMA.Ap,44676,NATURALLE GARLIC OIL 3000MG (BTL/100S),2
SALES,BERSAMA.TO,44676,MAXITON SOFT CAP (BTL/30S),4
SALES,NALAMBOK.Ap,44677,MAXITON SOFT CAP (BTL/30S),12
SALES,SAUDARA JAYA.Ap,44677,CHAMPS EMULSION (BTL/200ML),24
SALES,SAUDARA JAYA.Ap,44677,CHAMPS VIT C 100MG (BTL/30),24
SALES,BONA JAYA.AP,44677,NATURALLE VIT E 250IU (BTL/30S),72
SALES,BINTANG FARMA. CV,44677,NATURALLE VIT E 250IU (BTL/30S),48
SALES,BINTANG FARMA. CV,44677,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),24
SALES,GUNA F.Ap,44678,MAXITON SOFT CAP (BTL/30S),2
SALES,MARYAM.Ap,44678,CHAMPS EMULSION (BTL/200ML),3
RETUR,PT. MENARA ANUGERAH SENTOSA,44679,CHAMPS EMULSION (BTL/200ML),-2
SALES,BONA JAYA.AP,44679,NATURALLE FISH OIL 1000MG (BTL/60S),24
SALES,HORISAN.Ap,44679,NATURALLE BETA CAROTENE 6MG (BTL/30S),7
SALES,PT. KALIMAS GLOBAL ASIA,44679,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),48
RETUR,SUDARSO.Ap,44680,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,SUDARSO.Ap,44680,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,RAJAWALI.Ap,44680,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,RAJAWALI.Ap,44680,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,RIZA KARYA.TO,44680,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,RIZA KARYA.TO,44680,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,SEKIP JAYA.Ap,44680,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,SUMBER SEGAR LESTARI.CV (BRASTAGI RANTAU),44680,CHAMPS EMULSION (BTL/200ML),-5
SALES,RAYA JAYA.Ap,44680,NATURALLE GARLIC OIL 3000MG (BTL/100S),1
SALES,NASIONAL FARMA.Ap,44680,CHAMPS VIT C 100MG (BTL/30),4
SALES,RANI. KLINIK PRATAMA,44680,CHAMPS VIT C 100MG (BTL/30),4
SALES,AL- BAROKAH. UD.,44680,CHAMPS EMULSION (BTL/200ML),48
SALES,RIZKY.Ap,44680,CHAMPS EMULSION (BTL/200ML),3
SALES,RAYA IV.Ap,44680,CHAMPS VIT C 100MG (BTL/30),12
SALES,RAYA IV.Ap,44680,NATURALLE BETA CAROTENE 6MG (BTL/30S),1
SALES,BONA JAYA.AP,44680,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),48
SALES,AGUNG.TO,44680,NATURALLE BETA CAROTENE 6MG (BTL/30S),26
SALES,SARI GUNUNG.Ap,44680,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),12
SALES,SARI GUNUNG.Ap,44680,NATURALLE FISH OIL 1000MG (BTL/60S),12
SALES,SARI GUNUNG.Ap,44680,NATURALLE KACIP FATIMAH PLUS (BTL/60),12
SALES,AGUNG.TO,44680,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),24
SALES,AGUNG.TO,44680,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),38
SALES,AGUNG.TO,44680,NATURALLE FISH OIL 1000MG (BTL/60S),16
SALES,RAYA JAYA.Ap,44680,CHAMPS EMULSION (BTL/200ML),4
SALES,KOPERASI SERBA USAHA BINTANG ABADI NUSANTARA,44680,CHAMPS EMULSION (BTL/200ML),12
SALES,HARRY NA JAYA FARMA.Ap,44680,CHAMPS EMULSION (BTL/200ML),4
SALES,PANCUR BATU.Ap,44680,CHAMPS EMULSION (BTL/200ML),4
RETUR,NAGA MAS.TO,44681,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,NAGA MAS.TO,44681,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,WINCO.TO,44681,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
SALES,ANUGERAH.TO,44680,CHAMPS EMULSION (BTL/200ML),4
SALES,SINAR BINTANG.Ap,44680,CHAMPS EMULSION (BTL/200ML),24
SALES,KAYLA FARMA.Ap,44680,CHAMPS EMULSION (BTL/200ML),3
SALES,SARI GUNUNG.Ap,44680,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),12
SALES,RAYA IV.Ap,44680,CHAMPS EMULSION (BTL/200ML),12
SALES,APHING.TO,44680,CHAMPS EMULSION (BTL/200ML),4
SALES,INDAH.Ap,44680,CHAMPS EMULSION (BTL/200ML),4
SALES,NASIONAL FARMA.Ap,44680,CHAMPS EMULSION (BTL/200ML),4
SALES,AGUNG.TO,44680,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),36
SALES,PT. KALIMAS GLOBAL ASIA,44680,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),24
SALES,SAUDARA JAYA.Ap,44681,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),24
SALES,BONA JAYA.AP,44681,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),72
SALES,BONA JAYA.AP,44681,NATURALLE FISH OIL 1000MG (BTL/60S),12
SALES,PT. KALIMAS GLOBAL ASIA,44681,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),24
SALES,VITA SARI.Ap,44681,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),53
SALES,VITA SARI.Ap,44681,MAXITON SOFT CAP (BTL/30S),72
SALES,VITA SARI.Ap,44681,NATURALLE VIT E 250IU (BTL/30S),36
SALES,VITA SARI.Ap,44681,NATURALLE GARLIC OIL 3000MG (BTL/100S),24
SALES,VITA SARI.Ap,44681,CHAMPS EMULSION (BTL/200ML),72
SALES,VITA SARI.Ap,44681,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),84
RETUR,RAYA JAYA.Ap,44685,CHAMPS EMULSION (BTL/200ML),-6
RETUR,RAYA JAYA.Ap,44685,NATURALLE GARLIC OIL 3000MG (BTL/100S),-1
SALES,NUSA INDAH. AP,44686,CHAMPS EMULSION (BTL/200ML),6
RETUR,PANCUR BATU.Ap,44687,CHAMPS EMULSION (BTL/200ML),-2
RETUR,HARRY NA JAYA FARMA.Ap,44687,CHAMPS EMULSION (BTL/200ML),-4
RETUR,RIZKY.Ap,44687,CHAMPS EMULSION (BTL/200ML),-1
RETUR,KAYLA FARMA.Ap,44687,CHAMPS EMULSION (BTL/200ML),-2
RETUR,INDAH.Ap,44687,CHAMPS EMULSION (BTL/200ML),-2
RETUR,AURA.Ap,44687,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
SALES,RAYA VI.Ap,44687,CHAMPS VIT C 100MG (BTL/30),6
SALES,SURYA FARMA JAYA.Ap,44690,MAXITON SOFT CAP (BTL/30S),1
RETUR,AHMAD SAMSURI. AP,44691,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,AHMAD SAMSURI. AP,44691,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
SALES,MATAHARI.Ap,44691,CHAMPS EMULSION (BTL/200ML),4
SALES,HISYAM.AP,44691,CHAMPS EMULSION (BTL/200ML),4
SALES,HISYAM.AP,44691,MAXITON SOFT CAP (BTL/30S),1
SALES,SAUDARA JAYA.Ap,44692,CHAMPS EMULSION (BTL/200ML),24
SALES,SAUDARA JAYA.Ap,44692,CHAMPS VIT C 100MG (BTL/30),24
SALES,SAUDARA JAYA.Ap,44692,MAXITON SOFT CAP (BTL/30S),36
SALES,SAUDARA JAYA.Ap,44692,NATURALLE BETA CAROTENE 6MG (BTL/30S),12
SALES,SAUDARA JAYA.Ap,44692,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),12
SALES,SAUDARA JAYA.Ap,44692,NATURALLE FISH OIL 1000MG (BTL/60S),12
SALES,SAUDARA JAYA.Ap,44692,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),18
SALES,SAUDARA JAYA.Ap,44692,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),6
SALES,RAYA III.Ap,44692,CHAMPS EMULSION (BTL/200ML),7
SALES,KURNIA FARMA.Ap,44692,CHAMPS EMULSION (BTL/200ML),7
SALES,SERASI.Ap,44692,CHAMPS EMULSION (BTL/200ML),12
SALES,MW RAMBUTAN 2.Ap,44692,CHAMPS VIT C 100MG (BTL/30),4
SALES,DETTY.Ap,44694,CHAMPS EMULSION (BTL/200ML),6
SALES,RAFIF FARMA.Ap,44694,MAXITON SOFT CAP (BTL/30S),2
SALES,VITA SARI.Ap,44694,NATURALLE BETA CAROTENE 6MG (BTL/30S),24
SALES,VITA SARI.Ap,44694,NATURALLE FISH OIL 1000MG (BTL/60S),24
SALES,PT. KALIMAS GLOBAL ASIA,44694,NATURALLE VIT E 250IU (BTL/30S),36
SALES,VITA SARI.Ap,44695,NATURALLE BETA CAROTENE 6MG (BTL/30S),24
RETUR,SERASI.Ap,44698,CHAMPS EMULSION (BTL/200ML),-4
SALES,MATAHARI.Ap,44698,CHAMPS EMULSION (BTL/200ML),4
SALES,PT. KALIMAS GLOBAL ASIA,44698,NATURALLE VIT E 250IU (BTL/30S),36
SALES,NASIONAL FARMA.Ap,44700,CHAMPS EMULSION (BTL/200ML),4
SALES,*** KARYAWAN ***,44701,MAXITON SOFT CAP (BTL/30S),1
SALES,EVA HUTAHAEAN.Bidan,44701,CHAMPS EMULSION (BTL/200ML),12
SALES,EVA HUTAHAEAN.Bidan,44701,MAXITON SOFT CAP (BTL/30S),12
SALES,BINTANG FARMA. CV,44701,CHAMPS VIT C 100MG (BTL/30),48
SALES,BINTANG FARMA. CV,44701,MAXITON SOFT CAP (BTL/30S),72
SALES,BINTANG FARMA. CV,44701,NATURALLE FISH OIL 1000MG (BTL/60S),30
SALES,MURAH.Ap,44702,CHAMPS EMULSION (BTL/200ML),3
SALES,TERANG FARMA.Ap,44702,CHAMPS EMULSION (BTL/200ML),6
SALES,ARDUMAS.Bidan,44702,CHAMPS EMULSION (BTL/200ML),6
RETUR,HUSADA.Ap,44704,CHAMPS EMULSION (BTL/200ML),-2
RETUR,SERBA GUNA.TO,44704,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,SURYA FARMA JAYA.Ap,44704,CHAMPS EMULSION (BTL/200ML),-3
RETUR,NASIONAL FARMA.Ap,44704,CHAMPS EMULSION (BTL/200ML),-3
RETUR,APHING.TO,44704,CHAMPS EMULSION (BTL/200ML),-4
RETUR,ANUGERAH.TO,44704,CHAMPS EMULSION (BTL/200ML),-4
RETUR,PELITA 3. AP,44704,CHAMPS EMULSION (BTL/200ML),-3
SALES,DAMANIK.Bidan,44704,CHAMPS EMULSION (BTL/200ML),3
RETUR,RIDHO.Ap,44705,CHAMPS EMULSION (BTL/200ML),-2
RETUR,BUDIMAN JAYA.TO,44705,CHAMPS EMULSION (BTL/200ML),-2
SALES,EVA HUTAHAEAN.Bidan,44705,NATURALLE BETA CAROTENE 6MG (BTL/30S),6
SALES,EVA HUTAHAEAN.Bidan,44705,NATURALLE GARLIC OIL 3000MG (BTL/100S),12
SALES,EVA HUTAHAEAN.Bidan,44705,NATURALLE TONGKAT ALI PLUS (BTL/60),3
SALES,EVA HUTAHAEAN.Bidan,44705,NATURALLE KACIP FATIMAH PLUS (BTL/60),3
SALES,VITA SARI.Ap,44705,MAXITON SOFT CAP (BTL/30S),72
SALES,MATAHARI.Ap,44705,CHAMPS VIT C 100MG (BTL/30),7
SALES,RIDHO.Ap,44705,CHAMPS EMULSION (BTL/200ML),4
SALES,PT. KALIMAS GLOBAL ASIA,44706,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),24
SALES,PT. KALIMAS GLOBAL ASIA,44706,CHAMPS EMULSION (BTL/200ML),48
SALES,PT. KALIMAS GLOBAL ASIA,44706,CHAMPS EMULSION (BTL/200ML),42
SALES,WIJAYA.Ap,44706,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),2
SALES,WIJAYA.Ap,44706,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),2
SALES,WIJAYA.Ap,44706,CHAMPS VIT C 100MG (BTL/30),4
SALES,AGUNG.TO,44706,CHAMPS VIT C 100MG (BTL/30),24
SALES,SAUDARA JAYA.Ap,44706,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),17
SALES,SAUDARA JAYA.Ap,44706,NATURALLE FISH OIL 1000MG (BTL/60S),24
RETUR,MITRA MULTI MARGA.PT,44708,CHAMPS EMULSION (BTL/200ML),-10
RETUR,SERASI.Ap,44708,CHAMPS EMULSION (BTL/200ML),-3
SALES,SINAR BINTANG 3. AP,44708,CHAMPS EMULSION (BTL/200ML),4
SALES,BONA 1.Ap,44709,NATURALLE GARLIC OIL 3000MG (BTL/100S),2
SALES,SINAR RAYA.Ap,44709,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),12
SALES,CAHAYA RAYA.Ap,44709,NATURALLE GARLIC OIL 3000MG (BTL/100S),6
SALES,VITA SARI.Ap,44709,NATURALLE FISH OIL 1000MG (BTL/60S),24
SALES,SAUDARA JAYA.Ap,44709,MAXITON SOFT CAP (BTL/30S),36
SALES,PHALMA AGUNG.Ap,44711,NATURALLE FISH OIL 1000MG (BTL/60S),6
SALES,PHALMA AGUNG.Ap,44711,NATURALLE GARLIC OIL 3000MG (BTL/100S),2
SALES,ARMA JAYA. AP,44712,CHAMPS EMULSION (BTL/200ML),3
SALES,PHALMA AGUNG.Ap,44712,MAXITON SOFT CAP (BTL/30S),4
SALES,BONA JAYA.AP,44712,MAXITON SOFT CAP (BTL/30S),72
SALES,AGUNG.TO,44712,NATURALLE BETA CAROTENE 6MG (BTL/30S),24
SALES,BINTANG FARMA. CV,44712,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),24
SALES,BINTANG FARMA. CV,44712,NATURALLE KACIP FATIMAH PLUS (BTL/60),4
SALES,BINTANG FARMA. CV,44712,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),5
SALES,BINTANG FARMA. CV,44712,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),67
SALES,BONA JAYA.AP,44712,CHAMPS VIT C 100MG (BTL/30),24
SALES,SERASI.Ap,44712,CHAMPS EMULSION (BTL/200ML),4
SALES,RIDHO.Ap,44712,CHAMPS EMULSION (BTL/200ML),3
SALES,BUDIMAN JAYA.TO,44712,CHAMPS EMULSION (BTL/200ML),3
SALES,SURYA FARMA JAYA.Ap,44712,CHAMPS EMULSION (BTL/200ML),3
SALES,MITRA MULTI MARGA.PT,44712,CHAMPS EMULSION (BTL/200ML),10
SALES,HUSADA.Ap,44712,CHAMPS EMULSION (BTL/200ML),3
SALES,BONA JAYA.AP,44712,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),24
SALES,ANDA.TO,44712,MAXITON SOFT CAP (BTL/30S),12
SALES,RAYA IV.Ap,44712,NATURALLE BETA CAROTENE 6MG (BTL/30S),1
SALES,RAYA IV.Ap,44712,NATURALLE VIT E 250IU (BTL/30S),1
SALES,HARAPAN BARU. AP,44712,CHAMPS EMULSION (BTL/200ML),4
SALES,PELITA 3. AP,44712,CHAMPS EMULSION (BTL/200ML),4
SALES,MEGAH TETAP SAKTI.PT,44712,CHAMPS EMULSION (BTL/200ML),72
SALES,SAUDARA JAYA.Ap,44712,CHAMPS EMULSION (BTL/200ML),48
SALES,SAUDARA JAYA.Ap,44712,CHAMPS EMULSION (BTL/350ML),24
SALES,SAUDARA JAYA.Ap,44712,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),24
SALES,SAUDARA JAYA.Ap,44712,NATURALLE VIT E 250IU (BTL/30S),24
SALES,VITA SARI.Ap,44712,CHAMPS EMULSION (BTL/350ML),60
SALES,VITA SARI.Ap,44712,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),72
SALES,VITA SARI.Ap,44712,NATURALLE KACIP FATIMAH PLUS (BTL/60),24
SALES,AGUNG.TO,44712,CHAMPS EMULSION (BTL/200ML),24
SALES,AGUNG.TO,44712,NATURALLE VIT E 250IU (BTL/30S),36
SALES,AGUNG.TO,44712,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),36
SALES,AGUNG.TO,44712,NATURALLE FISH OIL 1000MG (BTL/60S),36
SALES,KITA SEHAT.Ap,44712,CHAMPS EMULSION (BTL/200ML),3
SALES,PT. KALIMAS GLOBAL ASIA,44712,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),72
SALES,PT. KALIMAS GLOBAL ASIA,44712,MAXITON SOFT CAP (BTL/30S),48
SALES,PT. KALIMAS GLOBAL ASIA,44712,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),36
SALES,CHELSEA.Ap,44712,CHAMPS EMULSION (BTL/200ML),3
SALES,BINTANG FARMA. CV,44712,NATURALLE TONGKAT ALI PLUS (BTL/60),4
SALES,VITA SARI.Ap,44712,CHAMPS VIT C 100MG (BTL/30),72
SALES,VITA SARI.Ap,44712,NATURALLE GARLIC OIL 3000MG (BTL/100S),24
SALES,BERKAT.Ap,44715,CHAMPS EMULSION (BTL/200ML),4
SALES,MITRA.Ap,44715,CHAMPS EMULSION (BTL/200ML),6
SALES,MITRA.Ap,44715,MAXITON SOFT CAP (BTL/30S),1
SALES,RAYA III.Ap,44718,CHAMPS EMULSION (BTL/350ML),2
RETUR,PT. MENARA ANUGERAH SENTOSA,44719,CHAMPS EMULSION (BTL/200ML),-1
SALES,RAYA IV.Ap,44719,CHAMPS VIT C 100MG (BTL/30),12
SALES,TIGA SAUDARA. AP,44720,CHAMPS EMULSION (BTL/200ML),3
SALES,SUMBER SEGAR LESTARI.CV (BRASTAGI RANTAU),44720,CHAMPS EMULSION (BTL/200ML),6
SALES,SUMBER SEGAR LESTARI.CV (BRASTAGI RANTAU),44720,CHAMPS EMULSION (BTL/350ML),6
SALES,LAMHOT.Ap,44721,CHAMPS EMULSION (BTL/200ML),7
SALES,DEARMA.Ap,44722,CHAMPS EMULSION (BTL/200ML),7
SALES,HORISAN.Ap,44722,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),12
SALES,SINAR RAYA.Ap,44722,CHAMPS EMULSION (BTL/350ML),24
SALES,CAHAYA RAYA.Ap,44722,CHAMPS VIT C 100MG (BTL/30),12
SALES,HADI.Ap,44722,CHAMPS EMULSION (BTL/200ML),3
SALES,RAYA VI.Ap,44725,CHAMPS VIT C 100MG (BTL/30),6
SALES,RIZKY FARMA.Ap,44726,CHAMPS EMULSION (BTL/200ML),4
SALES,*** BAZZAR ***,44726,CHAMPS VIT C 100MG (BTL/30),3
SALES,WATIYEM.Bidan,44727,CHAMPS VIT C 100MG (BTL/30),4
SALES,CAHAYA RAYA.Ap,44727,CHAMPS EMULSION (BTL/200ML),4
SALES,CAHAYA RAYA.Ap,44727,CHAMPS EMULSION (BTL/350ML),4
SALES,ANTARA.Ap,44727,CHAMPS EMULSION (BTL/200ML),12
SALES,JASANTA.AP,44727,CHAMPS EMULSION (BTL/200ML),3
SALES,HORISAN.Ap,44727,CHAMPS EMULSION (BTL/200ML),12
SALES,HORISAN.Ap,44727,CHAMPS EMULSION (BTL/350ML),12
RETUR,MITHA FARMA.Ap,44728,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
SALES,VITA SARI.Ap,44729,NATURALLE FISH OIL 1000MG (BTL/60S),24
SALES,BUDIMAN JAYA.TO,44729,CHAMPS EMULSION (BTL/200ML),4
RETUR,VITA HUSADA.TO,44732,CHAMPS VIT C 100MG (BTL/30),-1
RETUR,VITA HUSADA.TO,44732,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
SALES,ARMA JAYA. AP,44732,CHAMPS EMULSION (BTL/200ML),4
SALES,RAYA IV.Ap,44732,MAXITON SOFT CAP (BTL/30S),2
SALES,BUANA INDAH.Ap,44732,CHAMPS EMULSION (BTL/200ML),144
SALES,BUANA INDAH.Ap,44732,NATURALLE BETA CAROTENE 6MG (BTL/30S),36
SALES,BONA JAYA.AP,44733,CHAMPS EMULSION (BTL/350ML),12
SALES,BONA JAYA.AP,44733,NATURALLE KACIP FATIMAH PLUS (BTL/60),4
SALES,AGUNG.TO,44733,NATURALLE GARLIC OIL 3000MG (BTL/100S),24
SALES,MW RAMBUTAN 2.Ap,44733,NATURALLE VIT E 250IU (BTL/30S),2
SALES,WINATA.Ap,44733,CHAMPS EMULSION (BTL/200ML),4
SALES,ROMERO.Ap,44734,CHAMPS EMULSION (BTL/200ML),4
SALES,BINTANG FARMA. CV,44734,MAXITON SOFT CAP (BTL/30S),30
SALES,BINTANG FARMA. CV,44734,NATURALLE BETA CAROTENE 6MG (BTL/30S),12
SALES,BINTANG FARMA. CV,44734,NATURALLE VIT E 250IU (BTL/30S),12
