TRS_TYPE,NAMAOUTLET,TGL_INVC,NAMABARANG,QTYSALES
SALES,BINTANG FARMA. CV,44632,MAXITON SOFT CAP (BTL/30S),24
SALES,BINTANG FARMA. CV,44632,NATURALLE VIT E 250IU (BTL/30S),24
SALES,MEGAH TETAP SAKTI.PT,44632,MAXITON SOFT CAP (BTL/30S),12
SALES,MEGAH TETAP SAKTI.PT,44632,NATURALLE BETA CAROTENE 6MG (BTL/30S),12
RETUR,RAKYAT BARU.Ap,44634,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,RAKYAT BARU.Ap,44634,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,PRIMA LESTARI 2.Ap,44634,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,PRIMA LESTARI 2.Ap,44634,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,FORTUNA.Ap,44634,MAXITON SOFT CAP (BTL/30S),-1
RETUR,FORTUNA.Ap,44634,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,MW RAMBUTAN 2.Ap,44634,MAXITON SOFT CAP (BTL/30S),-1
RETUR,MW RAMBUTAN 2.Ap,44634,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,BERKAT.Ap,44634,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,BERKAT.Ap,44634,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,WAHAIN.Ap,44634,MAXITON SOFT CAP (BTL/30S),-1
RETUR,WAHAIN.Ap,44634,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,HENY FARMA.Ap,44634,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,HENY FARMA.Ap,44634,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,PULAU BALI II.Ap,44634,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,PULAU BALI II.Ap,44634,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,KUMA FARMA.AP,44634,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,KUMA FARMA.AP,44634,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,SINAR SEHAT.Ap,44634,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,RAKYAT BARU.Ap,44634,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,RAKYAT BARU.Ap,44634,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,KRAKATAU.Ap,44634,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,KRAKATAU.Ap,44634,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,ANGEL.Ap,44634,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,ANGEL.Ap,44634,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,SELMA.Tk,44634,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,SELMA.Tk,44634,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,DISNEY.Baby Shop,44634,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,DISNEY.Baby Shop,44634,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,JAYA MANDIRI.Ap,44634,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,JAYA MANDIRI.Ap,44634,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,JAYA.Ap,44634,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,JAYA.Ap,44634,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
SALES,PT. KALIMAS GLOBAL ASIA,44634,NATURALLE FISH OIL 1000MG (BTL/60S),36
SALES,CHELSEA.Ap,44634,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),6
SALES,MW RAMBUTAN 2.Ap,44635,MAXITON SOFT CAP (BTL/30S),1
RETUR,SEHAT.Ap,44636,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,SEHAT.Ap,44636,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,MANJUR.Ap,44636,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,MANJUR.Ap,44636,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,EDATTA.Ap,44636,MAXITON SOFT CAP (BTL/30S),-1
RETUR,EDATTA.Ap,44636,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,ARGA. AP,44636,MAXITON SOFT CAP (BTL/30S),-1
RETUR,ARGA. AP,44636,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,BIOS JAYA .AP,44636,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,BIOS JAYA .AP,44636,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,SINAR RAYA.Ap,44636,NATURALLE GARLIC OIL 3000MG (BTL/100S),-2
RETUR,SINAR RAYA.Ap,44636,NATURALLE KACIP FATIMAH PLUS (BTL/60),-9
SALES,RAFIF FARMA.Ap,44636,MAXITON SOFT CAP (BTL/30S),2
RETUR,AZKIA FARMA AP,44637,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,AZKIA FARMA AP,44637,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,SERASI.Ap,44637,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,SERASI.Ap,44637,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,AZ` ZAHRA FARMA.Ap,44637,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,AZ` ZAHRA FARMA.Ap,44637,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,DIAN FARMA.Ap,44637,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,DIAN FARMA.Ap,44637,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,GLUGUR JAYA.Ap,44637,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,GLUGUR JAYA.Ap,44637,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,MATAHARI. AP,44637,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,MATAHARI. AP,44637,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,SENTOSA.Ap,44637,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
SALES,SAUDARA JAYA.Ap,44637,MAXITON SOFT CAP (BTL/30S),24
SALES,BALI.TO,44637,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),131
RETUR,ASSYIFA.AP,44638,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,ASSYIFA.AP,44638,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
SALES,RAYA VI.Ap,44638,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),4
SALES,SINAR RAYA.Ap,44639,MAXITON SOFT CAP (BTL/30S),12
RETUR,BERSAMA.Ap,44641,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,BERSAMA.Ap,44641,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,INTISARI.Ap,44641,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,INTISARI.Ap,44641,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,CITY.Ap,44641,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,CITY.Ap,44641,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,BALI.TO,44641,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-120
RETUR,BALI.TO,44641,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-11
RETUR,EVA HUTAHAEAN.Bidan,44641,NATURALLE KACIP FATIMAH PLUS (BTL/60),-3
RETUR,EVA HUTAHAEAN.Bidan,44641,NATURALLE KACIP FATIMAH PLUS (BTL/60),-5
RETUR,SINAR BINTANG.Ap,44641,NATURALLE GARLIC OIL 3000MG (BTL/100S),-2
RETUR,ANTARA.Ap,44641,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,ANTARA.Ap,44641,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,KELUARGA.TO,44641,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,KELUARGA.TO,44641,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,BUDI.Ap,44641,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,BUDI.Ap,44641,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
SALES,GUNA F.Ap,44641,MAXITON SOFT CAP (BTL/30S),1
SALES,MITHA FARMA.Ap,44641,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),1
SALES,SUSU NEW ASIA MANDIRI.Tk,44642,NATURALLE GARLIC OIL 3000MG (BTL/100S),2
SALES,AGUNG.TO,44642,NATURALLE FISH OIL 1000MG (BTL/60S),36
SALES,WATIYEM.Bidan,44642,NATURALLE FISH OIL 1000MG (BTL/60S),1
SALES,VITA SARI.Ap,44643,NATURALLE FISH OIL 1000MG (BTL/60S),72
SALES,SINAR BINTANG.Ap,44643,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),2
SALES,AGUNG.TO,44644,NATURALLE VIT E 250IU (BTL/30S),36
SALES,WIJAYA.Ap,44644,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),4
RETUR,VICTORY.Tk,44645,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,SAUDARA JAYA.Ap,44645,NATURALLE TONGKAT ALI PLUS (BTL/60),-12
RETUR,SAUDARA JAYA.Ap,44645,NATURALLE KACIP FATIMAH PLUS (BTL/60),-11
RETUR,DWI JAYA.TO,44645,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,DWI JAYA.TO,44645,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,SEHATI.TO,44645,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,SEHATI.TO,44645,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
SALES,BALI.TO,44645,CHAMPS EMULSION (BTL/350ML),240
SALES,METRO ARTHA PRAKASA.PT,44645,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),120
SALES,VITA SARI.Ap,44645,CHAMPS EMULSION (BTL/200ML),72
SALES,VITA SARI.Ap,44645,MAXITON SOFT CAP (BTL/30S),72
SALES,VITA SARI.Ap,44645,NATURALLE GARLIC OIL 3000MG (BTL/100S),24
SALES,VITA SARI.Ap,44645,NATURALLE KACIP FATIMAH PLUS (BTL/60),12
SALES,CITY.Ap,44645,CHAMPS EMULSION (BTL/200ML),3
SALES,WINA.Bidan,44645,CHAMPS EMULSION (BTL/200ML),6
SALES,RAYA IV.Ap,44645,CHAMPS VIT C 100MG (BTL/30),12
SALES,SAUDARA JAYA.Ap,44645,CHAMPS EMULSION (BTL/200ML),48
SALES,SAUDARA JAYA.Ap,44645,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),12
SALES,WATIYEM.Bidan,44645,CHAMPS EMULSION (BTL/200ML),12
SALES,BUANA INDAH.Ap,44646,CHAMPS EMULSION (BTL/200ML),120
SALES,BINTANG FARMA. CV,44646,NATURALLE FISH OIL 1000MG (BTL/60S),36
SALES,BINTANG FARMA. CV,44646,CHAMPS EMULSION (BTL/200ML),240
SALES,PAK PAK. TO,44646,CHAMPS EMULSION (BTL/200ML),3
SALES,AGUNG.TO,44646,CHAMPS EMULSION (BTL/200ML),24
SALES,SAMUDRA.Ap,44648,CHAMPS EMULSION (BTL/200ML),48
SALES,SAUDARA BARU.Ap,44648,CHAMPS EMULSION (BTL/200ML),24
SALES,MW RAMBUTAN 2.Ap,44648,CHAMPS EMULSION (BTL/200ML),6
SALES,BONA 1.Ap,44648,CHAMPS EMULSION (BTL/200ML),6
RETUR,EBEN NEZER.Tk,44649,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,EBEN NEZER.Tk,44649,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,DAMAI.Tk,44649,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,DAMAI.Tk,44649,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,B SITORUS.Tk,44649,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,B SITORUS.Tk,44649,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,MAJU.TO,44649,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,MAJU.TO,44649,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,MEGUMI.Ap,44649,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,MEGUMI.Ap,44649,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,CAHAYA.Ap,44649,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,CAHAYA.Ap,44649,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,SALIDO.Ap,44649,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,SALIDO.Ap,44649,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,SARVITA.Tk,44649,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,SARVITA.Tk,44649,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,ABADI JAYA AP,44649,CHAMPS EMULSION (BTL/200ML),-1
RETUR,YAMIN.Ap,44649,CHAMPS EMULSION (BTL/200ML),-2
RETUR,PT. MENARA ANUGERAH SENTOSA,44649,NATURALLE GARLIC OIL 3000MG (BTL/100S),-1
RETUR,PT. MENARA ANUGERAH SENTOSA,44649,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-3
RETUR,VITA JAYA FARMA.Ap,44649,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,VITA JAYA FARMA.Ap,44649,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,SEMANGAT.Ap,44649,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,SEMANGAT.Ap,44649,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,RIDOS.Ap,44649,CHAMPS VIT C 100MG (BTL/30),-1
RETUR,RIDOS.Ap,44649,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,KAMBUNA.Ap,44649,CHAMPS VIT C 100MG (BTL/30),-1
RETUR,KAMBUNA.Ap,44649,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,BERKAT ANANDA.Ap,44649,CHAMPS VIT C 100MG (BTL/30),-1
RETUR,BERKAT ANANDA.Ap,44649,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,RACHEL FARMA.Ap,44649,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,RACHEL FARMA.Ap,44649,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,BUNDA.Ap,44649,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,BUNDA.Ap,44649,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
SALES,SAMUDRA.Ap,44649,NATURALLE GARLIC OIL 3000MG (BTL/100S),24
SALES,SAMUDRA.Ap,44649,NATURALLE TONGKAT ALI PLUS (BTL/60),12
SALES,SAMUDRA.Ap,44649,NATURALLE KACIP FATIMAH PLUS (BTL/60),12
SALES,GUNA F.Ap,44649,CHAMPS EMULSION (BTL/200ML),3
SALES,ROMERO.Ap,44649,CHAMPS EMULSION (BTL/200ML),6
SALES,ROMERO.Ap,44649,NATURALLE GARLIC OIL 3000MG (BTL/100S),2
SALES,GEMILANG.Ap,44649,CHAMPS EMULSION (BTL/200ML),3
SALES,KELUARGA.Ap,44649,CHAMPS EMULSION (BTL/200ML),3
SALES,BINTANG FARMA. CV,44650,CHAMPS VIT C 100MG (BTL/30),72
SALES,YOHANA FARMA.Ap,44650,CHAMPS EMULSION (BTL/200ML),4
SALES,BUANA INDAH.Ap,44650,NATURALLE BETA CAROTENE 6MG (BTL/30S),12
SALES,*** KARYAWAN ***,44650,CHAMPS EMULSION (BTL/200ML),2
SALES,NALAMBOK.Ap,44650,CHAMPS EMULSION (BTL/200ML),120
SALES,SURIATAMA MAHKOTA KENCANA.PT (SUZUYA MARELAN),44650,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),6
SALES,SINAR RAYA.Ap,44650,CHAMPS EMULSION (BTL/200ML),48
RETUR,CITRA FARMA. AP,44651,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,CITRA FARMA. AP,44651,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,DJAYA FARMA.Ap,44651,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,DJAYA FARMA.Ap,44651,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,MEGA SAKTI.TO,44651,NATURALLE KACIP FATIMAH PLUS (BTL/60),-3
SALES,PHALMA AGUNG.Ap,44651,CHAMPS EMULSION (BTL/200ML),12
SALES,SURIATAMA MITRA PERWITA.PT (SUZUYA TAMORA),44651,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),6
SALES,SURIATAMA MAHKOTA KENCANA.PT (SUZUYA KATAMSO),44651,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),6
SALES,MERAPI MANDIRI.Ap,44651,CHAMPS VIT C 100MG (BTL/30),12
SALES,VITA SARI.Ap,44651,MAXITON SOFT CAP (BTL/30S),72
SALES,VITA SARI.Ap,44651,NATURALLE BETA CAROTENE 6MG (BTL/30S),24
SALES,AGUNG.TO,44651,NATURALLE BETA CAROTENE 6MG (BTL/30S),24
SALES,AGUNG.TO,44651,NATURALLE KACIP FATIMAH PLUS (BTL/60),23
SALES,SAMUDRA.Ap,44651,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),22
SALES,MEGA SAKTI.TO,44651,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),72
SALES,MEGA SAKTI.TO,44651,CHAMPS VIT C 100MG (BTL/30),72
SALES,MEGA SAKTI.TO,44651,MAXITON SOFT CAP (BTL/30S),72
SALES,MEGA SAKTI.TO,44651,NATURALLE BETA CAROTENE 6MG (BTL/30S),48
SALES,MEGA SAKTI.TO,44651,NATURALLE VIT E 250IU (BTL/30S),72
SALES,MEGA SAKTI.TO,44651,NATURALLE FISH OIL 1000MG (BTL/60S),36
SALES,MEGA SAKTI.TO,44651,NATURALLE GARLIC OIL 3000MG (BTL/100S),48
SALES,SAUDARA JAYA.Ap,44651,MAXITON SOFT CAP (BTL/30S),12
SALES,BONA JAYA.AP,44651,MAXITON SOFT CAP (BTL/30S),72
SALES,SURIATAMA MITRA PERWITA.PT (SUZUYA BINJAI),44651,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),6
SALES,BONA JAYA.AP,44651,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),24
SALES,BONA JAYA.AP,44651,CHAMPS VIT C 100MG (BTL/30),24
SALES,BONA JAYA.AP,44651,CHAMPS EMULSION (BTL/350ML),72
SALES,KOPERASI SERBA USAHA BINTANG ABADI NUSANTARA,44651,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),12
SALES,SARI GUNUNG.Ap,44651,CHAMPS EMULSION (BTL/200ML),21
SALES,SARI GUNUNG.Ap,44651,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),60
SALES,SARI GUNUNG.Ap,44651,CHAMPS VIT C 100MG (BTL/30),64
SALES,SARI GUNUNG.Ap,44651,NATURALLE TONGKAT ALI PLUS (BTL/60),12
SALES,MEDIKA.Ap,44651,CHAMPS VIT C 100MG (BTL/30),4
SALES,SARI GUNUNG.Ap,44651,CHAMPS EMULSION (BTL/350ML),88
SALES,SARI GUNUNG.Ap,44651,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),45
SALES,SAUDARA JAYA.Ap,44651,CHAMPS EMULSION (BTL/350ML),48
SALES,SAUDARA JAYA.Ap,44651,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),24
SALES,MEGA SAKTI.TO,44651,CHAMPS EMULSION (BTL/350ML),92
SALES,VITA SARI.Ap,44651,CHAMPS EMULSION (BTL/350ML),60
SALES,VITA SARI.Ap,44651,MAXITON SOFT CAP (BTL/30S),72
SALES,BONA JAYA.AP,44651,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),36
SALES,AGUNG.TO,44651,CHAMPS EMULSION (BTL/350ML),12
SALES,AGUNG.TO,44651,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),24
SALES,RANI. KLINIK PRATAMA,44651,CHAMPS EMULSION (BTL/200ML),6
SALES,RANI. KLINIK PRATAMA,44651,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),12
SALES,RANI. KLINIK PRATAMA,44651,CHAMPS VIT C 100MG (BTL/30),12
SALES,RISDA.Bidan,44655,CHAMPS VIT C 100MG (BTL/30),4
SALES,KASIH AGAPE.Ap,44655,MAXITON SOFT CAP (BTL/30S),2
SALES,SAUDARA JAYA.Ap,44656,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),24
SALES,SAUDARA JAYA.Ap,44656,CHAMPS VIT C 100MG (BTL/30),24
SALES,SAUDARA JAYA.Ap,44656,NATURALLE BETA CAROTENE 6MG (BTL/30S),12
SALES,SAUDARA JAYA.Ap,44656,NATURALLE GARLIC OIL 3000MG (BTL/100S),24
SALES,KITA SEHAT.Ap,44657,CHAMPS VIT C 100MG (BTL/30),12
SALES,KITA SEHAT.Ap,44657,NATURALLE BETA CAROTENE 6MG (BTL/30S),2
SALES,KITA SEHAT.Ap,44657,NATURALLE FISH OIL 1000MG (BTL/60S),1
SALES,KITA SEHAT.Ap,44657,NATURALLE GARLIC OIL 3000MG (BTL/100S),1
SALES,RAYA JAYA.Ap,44658,NATURALLE GARLIC OIL 3000MG (BTL/100S),2
SALES,PT. KALIMAS GLOBAL ASIA,44658,NATURALLE BETA CAROTENE 6MG (BTL/30S),24
SALES,REZEKI MANDIRI.Ap,44658,NATURALLE GARLIC OIL 3000MG (BTL/100S),4
SALES,MEGAH TETAP SAKTI.PT,44659,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),72
SALES,MEGAH TETAP SAKTI.PT,44659,CHAMPS VIT C 100MG (BTL/30),72
SALES,MEGAH TETAP SAKTI.PT,44659,MAXITON SOFT CAP (BTL/30S),72
SALES,MEGAH TETAP SAKTI.PT,44659,NATURALLE BETA CAROTENE 6MG (BTL/30S),48
SALES,MEGAH TETAP SAKTI.PT,44659,NATURALLE VIT E 250IU (BTL/30S),72
SALES,MEGAH TETAP SAKTI.PT,44659,NATURALLE FISH OIL 1000MG (BTL/60S),36
SALES,MEGAH TETAP SAKTI.PT,44659,NATURALLE GARLIC OIL 3000MG (BTL/100S),48
SALES,MEGAH TETAP SAKTI.PT,44659,CHAMPS EMULSION (BTL/350ML),92
SALES,ANDA.TO,44659,MAXITON SOFT CAP (BTL/30S),12
SALES,RAYA III.Ap,44659,CHAMPS VIT C 100MG (BTL/30),6
SALES,SUMBER SEGAR LESTARI.CV (BRASTAGI RANTAU),44659,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),3
SALES,SUMBER SEGAR LESTARI.CV (BRASTAGI RANTAU),44659,NATURALLE GARLIC OIL 3000MG (BTL/100S),3
SALES,SMARCO MANDIRI SUKSES.PT,44659,CHAMPS VIT C 100MG (BTL/30),12
SALES,ANUGRAH PERSADA.Ap,44660,NATURALLE FISH OIL 1000MG (BTL/60S),1
SALES,PT. KALIMAS GLOBAL ASIA,44660,NATURALLE VIT E 250IU (BTL/30S),72
SALES,RIZKY.Ap,44660,CHAMPS VIT C 100MG (BTL/30),1
SALES,RIZKY.Ap,44660,NATURALLE GARLIC OIL 3000MG (BTL/100S),1
SALES,SINAR BINTANG.Ap,44662,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),4
SALES,SINAR BINTANG.Ap,44662,NATURALLE FISH OIL 1000MG (BTL/60S),4
SALES,HARRY NA JAYA FARMA.Ap,44662,NATURALLE FISH OIL 1000MG (BTL/60S),2
RETUR,TIARA.Ap,44663,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,TIARA.Ap,44663,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,MITHA FARMA.Ap,44663,CHAMPS VIT C 100MG (BTL/30),-1
RETUR,BERSAMA SEHAT.Ap,44663,CHAMPS VIT C 100MG (BTL/30),-1
RETUR,BERSAMA SEHAT.Ap,44663,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,BUNDA.Ap,44663,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,BUNDA.Ap,44663,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,REZEKY/MECIN.Tk,44663,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,REZEKY/MECIN.Tk,44663,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,GEMILANG.Ap,44663,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,MURNI.TO,44663,CHAMPS MULTIVITAMIN PINNEAPLE (BTL/30),-1
RETUR,MURNI.TO,44663,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
RETUR,SEHATI.Ap,44663,CHAMPS VIT C 100MG (BTL/30),-1
RETUR,SEHATI.Ap,44663,FLAVETTES VIT C WITH CALCIUM 1000 MG (BTL/30),-1
SALES,BIDAN NATALIA BR GIRSANG  TO SUMBER SEHAT,44663,NATURALLE EPO PLUS FISH OIL 500MG(BTL/30S),1
RETUR,BERSAMA.TO,44664,NATURALLE TONGKAT ALI PLUS (BTL/60),-3
RETUR,YOHANA FARMA.Ap,44664,NATURALLE GARLIC OIL 3000MG (BTL/100S),-1
SALES,MW RAMBUTAN 2.Ap,44664,NATURALLE VIT E 250IU (BTL/30S),2
SALES,DAMAI SEJAHTERA.Ap,44664,CHAMPS EMULSION (BTL/200ML),2
SALES,DAMAI SEJAHTERA.Ap,44664,NATURALLE GARLIC OIL 3000MG (BTL/100S),1
SALES,SERASI.Ap,44664,CHAMPS EMULSION (BTL/200ML),12
